YEARQ,IDHH,ICPSR,PANEL_ROT_GROUP
2020.2,1861600215521221564436244,2,44
2020.2,1861624665682112564982144,4,44
2020.2,1861626865396705564956254,3,54
2020.2,1861671699410293563645164,9,64
2020.2,1861783565462147564938265,12,65
2020.2,1861783925162121564944144,4,44
2020.2,1861785265022105564932154,5,54
2020.2,1861791999132534565649165,7,65
2020.2,1861794603560140565682155,6,55
2020.2,1861795233593046565632155,7,55
2020.2,1861813515391331563438145,2,45
2020.2,1861813515391331563438145,2,45
2020.2,1861813515391331563438145,2,45
2020.2,1861863965160935568244145,3,45
2020.2,1861863965680903568244154,7,54
2020.2,1861871684495276563245164,10,64
2020.2,1861886803467558563856164,12,64
2020.2,1861930299528981565936155,5,55
2020.2,1861930299528981565936155,5,55
2020.2,1861930299528981565936155,5,55
2020.2,1861974125131926564959155,5,55
2020.2,1861974192528036564959155,8,55
2020.2,1861984103190694564559265,12,65
2020.2,1865040258992250568236144,1,44
2020.2,1865040265153699568236164,11,64
2020.2,1865041658218330568245165,10,65
2020.2,1865043584124629568238165,9,65
2020.2,1865045258898397568232164,9,64
2020.2,1865126892397285564456154,5,54
2020.2,1865213508598431563638145,2,45
2020.2,1865233558199387568238154,8,54
2020.2,1865233558199387568238154,8,54
2020.2,1865241384829900563234145,2,45
2020.2,1865241399942443563234155,8,55
2020.2,1865244684382468563282165,11,65
2020.2,1865271903323015565649154,3,54
2020.2,1865271903323015565649154,3,54
2020.2,1865271903323015565649154,3,54
2020.2,1865271933353898565649145,1,45
2020.2,1865314192521087563459154,5,54
2020.2,1865401633444112565945154,3,54
2020.2,1865423958354016568244145,1,45
2020.2,1865423958354016568244145,1,45
2020.2,1865423958354016568244145,1,45
2020.2,1865530258136819565636144,2,44
2020.2,1865535233596888565632155,5,55
2020.2,1865535233596888565632155,5,55
2020.2,1865640203321391563436165,11,65
2020.2,1865640203321391563436165,11,65
2020.2,1865641325398829563434165,11,65
2020.2,1865641325398829563434165,11,65
2020.2,1865641325398829563434165,11,65
2020.2,1865641625398830563445144,2,44
2020.2,1865660292538033564936154,6,54
2020.2,1865660292812103564936154,5,54
2020.2,1865664125255494564959154,8,54
2020.2,1865664192348247564959155,5,55
2020.2,1865691903766829565649165,12,65
2020.2,1865693999156879565644144,1,44
2020.2,1865693999156879565644144,1,44
2020.2,1865730203135182563636144,2,44
2020.2,1865730203520591563636145,3,45
2020.2,1865736808195187563656165,10,65
2020.2,1865736808195187563656165,10,65
2020.2,1865736808195187563656165,10,65
2020.2,1865736808195187563656165,10,65
2020.2,1865736808195187563656165,10,65
2020.2,1865741999529142563249145,6,45
2020.2,1865744199459983563259155,4,55
2020.2,1865744199459983563259155,4,55
2020.2,1865751603495638563445155,6,55
2020.2,1865753908455681563444145,3,45
2020.2,1865754615561094563482165,9,65
2020.2,1865760258161684564536164,8,64
2020.2,1865765265591605564532164,8,64
2020.2,1865776808085010563856165,12,65
2020.2,1865776808085010563856165,12,65
2020.2,1865776808085010563856165,12,65
2020.2,1865804608386622563682145,2,45
2020.2,1865834158254197565959165,10,65
2020.2,1865835299120430565932165,12,65
2020.2,1865870258529102563236165,12,65
2020.2,1865875299397410563232164,14,64
2020.2,1865875299492493563232144,3,44
2020.2,1865901665891692564545155,7,55
2020.2,1865904192343413564559164,11,64
2020.2,1865940299324105565936164,11,64
2020.2,1865943584392364565938164,8,64
2020.2,1865943599194947565938164,12,64
2020.2,1865971692397065564945154,5,54
2020.2,1865980265163433564536155,6,55
2020.2,1865983958689642564544164,9,64
2020.2,1883000284134664568236165,5,65
2020.2,1883020225808267564936165,8,65
2020.2,1883021665398206564945154,4,54
2020.2,1883023508392152564938165,11,65
2020.2,1883024625528239564982155,8,55
2020.2,1883036825411354563456154,5,54
2020.2,1883131608396446563845164,5,64
2020.2,1883194108130274563659264,11,64
2020.2,1883196808195921563656145,1,45
2020.2,1883234684164695568282164,12,64
2020.2,1883251965131648564549164,10,64
2020.2,1883391633391218564445264,12,64
2020.2,1883391633391218564445264,12,64
2020.2,1883394603521276564482155,3,55
2020.2,1883394603521276564482155,3,55
2020.2,1883464658044988565982154,5,54
2020.2,1883464658044988565982154,5,54
2020.2,1883521392197442563234164,11,64
2020.2,1883521925687448563249155,6,55
2020.2,1883681915135304564549155,8,55
2020.2,1883914684165240563282154,6,54
2020.2,1893074165682778564559145,2,45
2020.2,1893091399410400565934155,7,55
2020.2,1893091399410400565934155,7,55
2020.2,1893095284024176565932165,12,65
2020.2,1893095299194990565932155,8,55
2020.2,1893110208354519563836165,10,65
2020.2,1893110208354519563836165,10,65
2020.2,1893110208354519563836165,10,65
2020.2,1893111315392086563834155,7,55
2020.2,1893114603353592563882154,8,54
2020.2,1893115208023536563832165,11,65
2020.2,1893115208023536563832165,11,65
2020.2,1893116865686455563882164,11,64
2020.2,1893116865686455563882164,11,64
2020.2,1893140299411294564432155,7,55
2020.2,1893141603464834564445145,4,45
2020.2,1893141992352886564449155,8,55
2020.2,1893143503462864564438145,6,45
2020.2,1893143915163929564444264,10,64
2020.2,1893143992681263564482145,1,45
2020.2,1893144692161448564482165,23,65
2020.2,1893145215392822564432144,3,44
2020.2,1893145215392822564432144,3,44
2020.2,1893145292029588564432154,6,54
2020.2,1893146815194485564456155,8,55
2020.2,1893146815194485564456155,8,55
2020.2,1893146815412824564456154,6,54
2020.2,1893200233165643563436144,1,44
2020.2,1893200292135605563436254,8,54
2020.2,1893200292135605563436254,8,54
2020.2,1893276833022517565656155,8,55
2020.2,1893276833022517565656155,8,55
2020.2,1893281903169244564449164,8,64
2020.2,1893284615133914564482144,4,44
2020.2,1893284615133914564482144,4,44
2020.2,1893295215413677568232165,9,65
2020.2,1893360299680859565936154,8,54
2020.2,1893403999130815565944155,4,55
2020.2,1893404699680812565982164,11,64
2020.2,1893404699680812565982164,11,64
2020.2,1893420284382270568236155,6,55
2020.2,1893420284382270568236155,6,55
2020.2,1893424158348302568259155,5,55
2020.2,1893424158348302568259155,5,55
2020.2,1893430225521724563436154,7,54
2020.2,1893431625415655563445165,10,65
2020.2,1893431692391368563445154,6,54
2020.2,1893434603398572563434165,9,65
2020.2,1893434625351311563482245,1,45
2020.2,1893434692165661563482164,10,64
2020.2,1893471384199149563234155,7,55
2020.2,1893471658198768563245164,10,64
2020.2,1893620265568245564936254,13,54
2020.2,1893621699022139564945164,11,64
2020.2,1893623584522178564959165,10,65
2020.2,1893623584522178564959165,10,65
2020.2,1893623592417032564938145,4,45
2020.2,1893624125133313564959165,11,65
2020.2,1893626865393347564956154,6,54
2020.2,1893710208355749563649155,8,55
2020.2,1893711903528404563649155,8,55
2020.2,1893713508020554563638145,3,45
2020.2,1893790233169819565636164,10,64
2020.2,1893791333415548565634155,5,55
2020.2,1893791333415548565634155,5,55
2020.2,1893791333415548565634155,5,55
2020.2,1893791333415548565634155,5,55
2020.2,1893794165139046565659155,8,55
2020.2,1893796803493811565656165,12,65
2020.2,1893796803493811565656165,12,65
2020.2,1893861665394676568245165,10,65
2020.2,1893861665394676568245165,10,65
2020.2,1893865208359490568249155,5,55
2020.2,1893871625023206563245155,8,55
2020.2,1893876858463271563256145,1,45
2020.2,1893881903163541563849155,8,55
2020.2,1893980292163432564536165,11,65
2020.2,1894030203688562563436145,3,45
2020.2,1894035225465893563432145,3,45
2020.2,1894146815192837564456165,10,65
2020.2,1894183958520789565644254,6,54
2020.2,1894183999483889565644154,6,54
2020.2,1894183999483889565644154,6,54
2020.2,1894184103583858565659165,5,65
2020.2,1894231384199406568234155,6,55
2020.2,1894231658492234568245144,4,44
2020.2,1894233558396521568238145,3,45
2020.2,1894236884390926568256154,14,54
2020.2,1894301625490648564545164,11,64
2020.2,1894301665027960564545164,10,64
2020.2,1894306892027987564556155,6,55
2020.2,1894323965137481563244165,11,65
2020.2,1894323984162435563244145,3,45
2020.2,1894331633196218563645165,12,65
2020.2,1894333903346635563644164,11,64
2020.2,1894363933160470565944264,3,64
2020.2,1894371915164786563249164,4,64
2020.2,1894371992329127563249144,3,44
2020.2,1894374658993294563282145,2,45
2020.2,1894384165525337564559164,5,64
2020.2,1894384165525337564559164,5,64
2020.2,1894440215456031564436255,5,55
2020.2,1894444192352877564459154,7,54
2020.2,1894445292826011564432145,2,45
2020.2,1894445292826011564432145,2,45
2020.2,1894454625355825563482154,7,54
2020.2,1894471399198779563234154,6,54
2020.2,1894491384194689568234155,7,55
2020.2,1894491384194689568234155,7,55
2020.2,1894494165529488568259155,6,55
2020.2,1894511392758203564934145,4,45
2020.2,1894564115325078563859155,9,55
2020.2,1894586833026454563856154,5,54
2020.2,1894586833026454563856154,5,54
2020.2,1894621665443334564945165,1,65
2020.2,1894621665443334564945165,1,65
2020.2,1894633915584573563844144,4,44
2020.2,1894634115682094563859144,11,44
2020.2,1894704603689772563682155,7,55
2020.2,1894705203820598563632165,32,65
2020.2,1894705203820598563632165,32,65
2020.2,1894714108355974563659155,4,55
2020.2,1894841625413340564945154,5,54
2020.2,1894850215523537563836165,16,65
2020.2,1894920292563997564436165,12,65
2020.2,1894923592194804564438144,1,44
2020.2,1894923999521223564444155,6,55
2020.2,1894923999521223564444155,6,55
2020.2,1894996825392619563256155,5,55
2020.2,1894996899025247563256165,10,65
2020.3,1602071665411814564545121,7,21
2020.3,1602074108165351564559221,6,21
2020.3,1602074108165351564559221,6,21
2020.3,1602091333028934585934431,1,31
2020.3,1602091399418953565934131,11,31
2020.3,1602091399418953565934131,11,31
2020.3,1602101615190355563845121,6,21
2020.3,1602111315397506563834131,10,31
2020.3,1602111315397506563834131,10,31
2020.3,1602114133167587563859111,1,11
2020.3,1602114184166487563859131,9,31
2020.3,1602141608351270564444121,3,21
2020.3,1602141615394422564445131,9,31
2020.3,1602141615394422564445131,9,31
2020.3,1602141615394422564445131,9,31
2020.3,1602141615394422564445131,9,31
2020.3,1602144615021204564434111,3,11
2020.3,1602431308196318563434221,6,21
2020.3,1602431965688553563449231,11,31
2020.3,1602470265137432563236211,3,11
2020.3,1602471399463231563234121,4,21
2020.3,1602711603029746563645211,1,11
2020.3,1602711603029746563645211,1,11
2020.3,1602711603029746563645211,1,11
2020.3,1602791933133895565649111,2,11
2020.3,1602793908357645565644211,3,11
2020.3,1602796803413863565656131,15,31
2020.3,1602864658356144568282111,4,11
2020.3,1602931933350896565949121,2,21
2020.3,1605001658824618568245121,7,21
2020.3,1605001984684629568249131,24,31
2020.3,1605045215468393568232231,11,31
2020.3,1605053925522116564944111,1,11
2020.3,1605053925522116564944111,1,11
2020.3,1605241315022496563234111,2,11
2020.3,1605264699387410563282131,1,31
2020.3,1605481915389539564449131,10,31
2020.3,1605483558394823564438111,1,11
2020.3,1605675203495163563632111,2,11
2020.3,1605693515399050565638111,2,11
2020.3,1605771915323512563849331,2,31
2020.3,1605771984687592563849111,2,11
2020.3,1605803992356650563644211,3,11
2020.3,1605831625410476565945321,6,21
2020.3,1605903525396971564538321,7,21
2020.3,1605911684197416563245111,4,11
2020.3,1605933584418941565938131,9,31
2020.3,1605964125520765565659231,12,31
2020.3,1605964125520765565659231,12,31
2020.3,1651066833499019565656111,1,11
2020.3,1651104608523556563882331,9,31
2020.3,1651270233527684565636111,4,11
2020.3,1651273503493843565638131,8,31
2020.3,1651404199384102565959231,14,31
2020.3,1651431925135827563449221,8,21
2020.3,1651435284366311563432131,10,31
2020.3,1651503925358533563444331,19,31
2020.3,1651553558029671564538111,3,11
2020.3,1651554125386999564559111,1,11
2020.3,1651621992328092564949111,2,11
2020.3,1651624165137137564959231,5,31
2020.3,1651671933680225563649321,4,21
2020.3,1651711608368428563645131,19,31
2020.3,1651811315021344563434311,1,11
2020.3,1651811392198506563434111,2,11
2020.3,1651875299397410563232131,12,31
2020.3,1651883508393182563838111,3,11
2020.3,1651886815396499563856121,6,21
2020.3,1657091399028916565934231,14,31
2020.3,1657140215687219564436121,12,21
2020.3,1657181333753860565634331,9,31
2020.3,1657231392460918568234131,10,31
2020.3,1657231984346115568249121,7,21
2020.3,1657250258357926564536111,3,11
2020.3,1657250258357926564536111,3,11
2020.3,1657303925483418564544131,9,31
2020.3,1657344633687601565682111,2,11
2020.3,1657440208131484564436111,3,11
2020.3,1657441992344412564449331,2,31
2020.3,1657444615456068564482131,11,31
2020.3,1657516865397110564956131,4,31
2020.3,1657591992352195564949111,2,11
2020.3,1657823903387886563644121,2,21
2020.3,1657841925388225564949111,1,11
2020.3,1657951608191416564445111,8,11
2020.3,1657994684162613563282121,7,21
2020.3,1659051965462142564938211,1,11
2020.3,1659061603190176565645321,6,21
2020.3,1659064625357644565682121,9,21
2020.3,1659213908685742563644111,2,11
2020.3,1659221692398944565945121,8,21
2020.3,1659275284022502565632111,1,11
2020.3,1659281699464425564445111,2,11
2020.3,1659326858827463563256121,8,21
2020.3,1659363533360087565938231,12,31
2020.3,1659363533360087565938231,12,31
2020.3,1659381908522744564549111,2,11
2020.3,1659385225365363564532121,6,21
2020.3,1659385292391588564532121,5,21
2020.3,1659420208029407568232221,8,21
2020.3,1659450225355850563436131,9,31
2020.3,1659453984688818563444121,5,21
2020.3,1659541303525735563636131,7,31
2020.3,1659591365395450564934211,4,11
2020.3,1659644692357713563482111,1,11
2020.3,1659721615161235564444231,9,31
2020.3,1659721615161235564444231,9,31
2020.3,1659723592594464564438111,4,11
2020.3,1659741399417479563234321,6,21
2020.3,1659741399417479563234321,6,21
2020.3,1659741399417479563234321,6,21
2020.3,1659764165686913564559111,3,11
2020.3,1659764165686913564559111,3,11
2020.3,1659765258022738564532131,8,31
2020.3,1659884633134582563836121,6,21
2020.3,1659890265359432568236121,6,21
2020.3,1659890265359432568236121,6,21
2020.3,1659940299524151565936231,12,31
2020.3,1659944184138902565959211,2,11
2020.3,1659944184138902565959211,2,11
2020.3,1659973965528222564982131,10,31
2020.3,1662121392359243564434211,4,11
2020.3,1662121392359243564434211,4,11
2020.3,1662201625398598563445111,9,11
2020.3,1662271603397622565645221,12,21
2020.3,1662280215453980564436121,6,21
2020.3,1662280215453980564436121,6,21
2020.3,1662383925680686564544111,2,11
2020.3,1662455208595825563432111,4,11
2020.3,1662496884849337568256211,2,11
2020.3,1662771633395090563845121,5,21
2020.3,1662810225135680563436131,21,31
2020.3,1662820203528467563636131,14,31
2020.3,1662834699164285565982121,5,21
2020.3,1662903958529606564544331,10,31
2020.3,1662961303446831565634331,12,31
2020.3,1662961303446831565634331,12,31
2020.3,1662971915136707564949111,1,11
2020.3,1666061303416860565634211,1,11
2020.3,1666164658357614565682231,12,31
2020.3,1666261399465295563234111,5,11
2020.3,1666391633391206564445121,8,21
2020.3,1666464133680861565959121,24,21
2020.3,1666541908520260563649111,2,11
2020.3,1666681915135329564549211,4,11
2020.3,1678073525392749564538121,5,21
2020.3,1678073958161627564544111,21,11
2020.3,1678091684192372565945121,7,21
2020.3,1678094633524914565982131,15,31
2020.3,1678111315414381563834111,4,11
2020.3,1678111603192044563845111,3,11
2020.3,1678143508463919564438221,6,21
2020.3,1678143508463919564438221,6,21
2020.3,1678226833820417565956311,4,11
2020.3,1678283508199267564438111,3,11
2020.3,1678295284394607568232121,15,21
2020.3,1678401633194172565945211,11,11
2020.3,1678564115350322563859211,12,11
2020.3,1678711903528429563649111,4,11
2020.3,1678714633165968563682111,3,11
2020.3,1678790203523064565636121,9,21
2020.3,1678791699463868565645111,2,11
2020.3,1678863558028323568238121,19,21
2020.3,1678864184524063568259131,11,31
2020.3,1678884103133578563859111,2,11
2020.3,1684023992683386564944131,10,31
2020.3,1684041365416569568234131,10,31
2020.3,1684241915585208563249111,3,11
2020.3,1684403933568633565944131,4,31
2020.3,1684571365027043564934231,12,31
2020.3,1684643925356343563444331,11,31
2020.3,1684664165648005564959111,2,11
2020.3,1684664165648005564959111,2,11
2020.3,1684746884195259563256121,19,21
2020.3,1684771303594564563834111,4,11
2020.3,1684800208645705563636311,4,11
2020.3,1684801603845922563645121,4,21
2020.3,1684801603845922563645121,4,21
2020.3,1684801603845922563645121,4,21
2020.3,1684801603845922563645121,4,21
2020.3,1684801603845922563645121,4,21
2020.3,1684801603845922563645121,4,21
2020.3,1684801603845922563645121,4,21
2020.3,1684801903528412563649431,9,31
2020.3,1684855233593551563832121,5,21
2020.3,1684893584396154568238121,7,21
2020.3,1684900292563480564536311,2,11
2020.3,1684905258936901564532131,4,31
2020.3,1684950208166059564436121,6,21
2020.3,1684954115162899564459131,20,31
2020.3,1697123508466031564438111,2,11
2020.3,1697123508466031564438111,2,11
2020.3,1697125208393963564432211,2,11
2020.3,1697126815021226564456131,10,31
2020.3,1697211333197829563634321,7,21
2020.3,1697213903160253563644311,1,11
2020.3,1697371999132489563249121,14,21
2020.3,1697643933168582563444221,8,21
2020.3,1697644192528826563459231,9,31
2020.3,1697644633358540563482121,6,21
2020.3,1697703508466281563638121,6,21
2020.3,1697743958165204563244111,2,11
2020.3,1697763565469600564538211,15,11
2020.3,1697764108685340564559121,8,21
2020.3,1697856833028174563856211,2,11
2020.3,1697894158354678568259111,10,11
2020.3,1697895292394668568232231,12,31
2020.3,1697943584460029565938321,5,21
2020.3,1697944684358998565982321,7,21
2020.3,1697945258190455565932121,8,21
2020.3,1710071392460695564534112,12,12
2020.3,1710071958351806564549133,11,33
2020.3,1710073565461620564538213,2,13
2020.3,1710073958381669564544133,1,33
2020.3,1710074125351859564559112,2,12
2020.3,1710074625681830564582132,10,32
2020.3,1710074625681830564582132,10,32
2020.3,1710075265391888564532133,10,33
2020.3,1710076808685376564582223,7,23
2020.3,1710076858462754564556112,1,12
2020.3,1710076865391556564556123,8,23
2020.3,1710091399824939565934132,9,32
2020.3,1710094692688907565982223,7,23
2020.3,1710095284024101565932223,8,23
2020.3,1710095299464925565932123,8,23
2020.3,1710096833414273565956132,9,32
2020.3,1710110208164350563836132,9,32
2020.3,1710113915680396563844113,5,13
2020.3,1710114108522052563859132,9,32
2020.3,1710116884686493563882132,10,32
2020.3,1710271999352528565649112,2,12
2020.3,1710273965133871565644123,8,23
2020.3,1710280215689232564436122,7,22
2020.3,1710294158354665568259223,8,23
2020.3,1710296865394658568256113,4,13
2020.3,1710403558194981565938112,2,12
2020.3,1710403984134953565944223,5,23
2020.3,1710420258568381568236222,5,22
2020.3,1710421958453644568249112,2,12
2020.3,1710431992168855563449122,5,22
2020.3,1710433915468591563456212,2,12
2020.3,1710433992358829563444232,10,32
2020.3,1710471358198708563234133,11,33
2020.3,1710471384195220563234113,4,13
2020.3,1710471908357416563249232,11,32
2020.3,1710474108527437563259133,9,33
2020.3,1710474684358710563282212,1,12
2020.3,1710474684358710563282212,1,12
2020.3,1710476808687446563282213,2,13
2020.3,1710621608132131564944113,3,13
2020.3,1710621965688223564949322,8,22
2020.3,1710623525197352564938132,12,32
2020.3,1710623525197352564938132,12,32
2020.3,1710623565025491564938112,4,12
2020.3,1710623992357354564944223,8,23
2020.3,1710624125355424564959123,5,23
2020.3,1710645225368862563432222,5,22
2020.3,1710710233529705563636132,12,32
2020.3,1710710284356602563636133,12,33
2020.3,1710711903160539563649133,10,33
2020.3,1710713908526220563644133,11,33
2020.3,1710713915465719563656132,9,32
2020.3,1710713915465719563656132,9,32
2020.3,1710714103525193563659132,12,32
2020.3,1710714108135987563659133,12,33
2020.3,1710731633398412563645133,11,33
2020.3,1710733903528433563644333,12,33
2020.3,1710734103358432563659122,5,22
2020.3,1710734684685938563682122,7,22
2020.3,1710741684822655563245122,6,22
2020.3,1710791999136812565649112,2,12
2020.3,1710793908137681565644132,11,32
2020.3,1710794699683048565682123,8,23
2020.3,1710861658198316568245113,4,13
2020.3,1710861658468318568245133,12,33
2020.3,1710863584196129568238322,5,22
2020.3,1710863584196129568238322,5,22
2020.3,1710863984130923568244132,2,32
2020.3,1710863984353675568244113,3,13
2020.3,1710885208410361563832123,7,23
2020.3,1710943933452996565944232,5,32
2020.3,1711000284324645568236112,1,12
2020.3,1711240258529124563236113,3,13
2020.3,1711246865413759563256222,7,22
2020.3,1711264658162438563282122,7,22
2020.3,1711281392399295564434133,9,33
2020.3,1711281392399295564434133,9,33
2020.3,1711281392399295564434133,9,33
2020.3,1711281392399295564434133,9,33
2020.3,1711340203150175565636113,1,13
2020.3,1711341303027603565634123,4,23
2020.3,1711346833192582565656132,19,32
2020.3,1711363533080024565938222,8,22
2020.3,1711450225135843563436112,12,12
2020.3,1711483515414819564438133,10,33
2020.3,1711484115139210564459122,7,22
2020.3,1711484115139210564459122,7,22
2020.3,1711484115139210564459122,7,22
2020.3,1711491365412242568234333,11,33
2020.3,1711493984453633568244122,3,22
2020.3,1711535233522561565632113,3,13
2020.3,1711564603450313563882133,10,33
2020.3,1711564608252038563882122,6,22
2020.3,1711591608443301564945133,10,33
2020.3,1711591965582125564949212,6,12
2020.3,1711603592392833564438132,7,32
2020.3,1711603592392833564438132,7,32
2020.3,1711603592392833564438132,7,32
2020.3,1711603592392833564438132,7,32
2020.3,1711603915561467564444112,4,12
2020.3,1711660265688050564936113,1,13
2020.3,1711665292416793564932233,11,33
2020.3,1711676833396670563656112,1,12
2020.3,1711694699353061565682132,9,32
2020.3,1711754103521084563459132,6,32
2020.3,1711770215163154563836212,2,12
2020.3,1711804699687830563682233,9,33
2020.3,1711813525366387563438233,16,33
2020.3,1711821384828415563634113,2,13
2020.3,1711823908136604563644132,9,32
2020.3,1711831958350030565949233,8,33
2020.3,1711834633160428565982112,4,12
2020.3,1711901358026912564534133,5,33
2020.3,1711901365190604564534233,11,33
2020.3,1711903558467999564538232,12,32
2020.3,1711904158521578564559112,2,12
2020.3,1711931333498615565934213,2,13
2020.3,1711975292026790564932133,12,33
2020.3,1711986865441674564556233,10,33
2020.3,1713011665023460564545132,11,32
2020.3,1713071965163425564549112,1,12
2020.3,1713073503395308564538122,5,22
2020.3,1713074192166966564559232,8,32
2020.3,1713074192166966564559232,8,32
2020.3,1713075265685395564549123,6,23
2020.3,1713090292138945565936113,1,13
2020.3,1713091958682308565949132,8,32
2020.3,1713093515398904565938133,9,33
2020.3,1713093515398904565938133,9,33
2020.3,1713093533192337565938112,4,12
2020.3,1713093533192337565938112,4,12
2020.3,1713096899192973565956223,5,23
2020.3,1713113903196458563856122,8,22
2020.3,1713113903196458563856122,8,22
2020.3,1713113903196458563856122,8,22
2020.3,1713115208686498563849132,9,32
2020.3,1713140203461277564432123,6,23
2020.3,1713140215139575564436132,9,32
2020.3,1713144615529507564482113,3,13
2020.3,1713316892495663563456113,3,13
2020.3,1713373999344708563244132,17,32
2020.3,1713374699323256563282112,5,12
2020.3,1713430233138537563436123,7,23
2020.3,1713431965688515563449123,7,23
2020.3,1713433558398524563438113,4,13
2020.3,1713435292466307563432213,4,13
2020.3,1713436892416378563456213,3,13
2020.3,1713474184162440563259333,12,33
2020.3,1713474184162440563259333,12,33
2020.3,1713513565658299564938212,7,12
2020.3,1713513565658299564938212,7,12
2020.3,1713553558461600564538332,1,32
2020.3,1713553558461600564538332,1,32
2020.3,1713621615412140564945113,1,13
2020.3,1713621925137039564949132,6,32
2020.3,1713621933682153564949133,10,33
2020.3,1713623525197399564938133,12,33
2020.3,1713625265391917564932113,2,13
2020.3,1713626899192121564956213,1,13
2020.3,1713670203685932563636112,3,12
2020.3,1713671303460212563634213,1,13
2020.3,1713673903685775563644123,7,23
2020.3,1713673903685775563644123,7,23
2020.3,1713676803198410563656113,4,13
2020.3,1713710203165147563636123,7,23
2020.3,1713711633355706563644312,5,12
2020.3,1713713533165758563659122,7,22
2020.3,1713713984356645563644133,11,33
2020.3,1713716808525701563682123,7,23
2020.3,1713725215023968564432133,12,33
2020.3,1713790284137603565636223,5,23
2020.3,1713790299467658565632222,6,22
2020.3,1713790299467658565632222,6,22
2020.3,1713790299467658565632222,6,22
2020.3,1713793515397670565638322,7,22
2020.3,1713793584393045565638122,2,22
2020.3,1713795233687669565649112,3,12
2020.3,1713811615465846563445113,1,13
2020.3,1713813592028567563438112,3,12
2020.3,1713814125355663563459122,7,22
2020.3,1713860292139467568236123,6,23
2020.3,1713861992688390568249112,1,12
2020.3,1713863599399491568238222,8,22
2020.3,1713933984134119565944133,12,33
2020.3,1713950292353943564436122,5,22
2020.3,1717011358446944584534233,1,33
2020.3,1717011965681616564549333,11,33
2020.3,1717011965681616564549333,11,33
2020.3,1717011965681616564549333,11,33
2020.3,1717011965681616564549333,11,33
2020.3,1717015258469665564532133,3,33
2020.3,1717043565446570568238222,7,22
2020.3,1717043584394686568238132,9,32
2020.3,1717043908358353568244222,4,22
2020.3,1717054665166795564982232,10,32
2020.3,1717151303396823565634113,3,13
2020.3,1717241303022442563234233,11,33
2020.3,1717241699027498563245223,6,23
2020.3,1717263925134735563244133,11,33
2020.3,1717263925134735563244133,11,33
2020.3,1717264199163294563259122,12,22
2020.3,1717264199163294563259122,12,22
2020.3,1717264684452693563282232,10,32
2020.3,1717361999160034565949123,6,23
2020.3,1717421384193696568234132,6,32
2020.3,1717421384193696568234132,6,32
2020.3,1717421384193696568234132,6,32
2020.3,1717481392593975564434212,4,12
2020.3,1717484192134865564459112,4,12
2020.3,1717485292596076564432113,4,13
2020.3,1717651699024194565945123,5,23
2020.3,1717651699024194565945123,5,23
2020.3,1717651699024194565945123,5,23
2020.3,1717651699024194565945123,5,23
2020.3,1717651699024194565945123,5,23
2020.3,1717661325442164564934132,11,32
2020.3,1717664665342194564982133,6,33
2020.3,1717664665342194564982133,6,33
2020.3,1717664665342194564982133,6,33
2020.3,1717664665382183564982213,13,13
2020.3,1717671608410249583645522,5,22
2020.3,1717676803190266563656123,7,23
2020.3,1717693515399020565638122,6,22
2020.3,1717696899467677565656122,8,22
2020.3,1717751392021360563434122,5,22
2020.3,1717771633490315563845123,8,23
2020.3,1717771699417546563845133,9,33
2020.3,1717771984687544563849322,6,22
2020.3,1717774115323177563859212,3,12
2020.3,1717774608386498563882113,3,13
2020.3,1717775215197565563832112,3,12
2020.3,1717783925682119564944122,8,22
2020.3,1717783925682119564944122,8,22
2020.3,1717785233417158564932113,2,13
2020.3,1717786825367087564956123,6,23
2020.3,1717801308467886563634113,3,13
2020.3,1717801633498438563645232,9,32
2020.3,1717803508440275563638212,2,12
2020.3,1717811384391141563434132,11,32
2020.3,1717814692526336563482132,10,32
2020.3,1717814692526336563482132,10,32
2020.3,1717820203340203563636123,4,23
2020.3,1717821303416616563634133,9,33
2020.3,1717821303416616563634133,9,33
2020.3,1717823903527841563644112,2,12
2020.3,1717833525390437565938112,4,12
2020.3,1717836899368932565956312,1,12
2020.3,1717903525396954564538133,11,33
2020.3,1717903599396942564538233,9,33
2020.3,1717904665685314564582123,8,23
2020.3,1717913984682606563244132,9,32
2020.3,1717930233380003565936233,5,33
2020.3,1717931333024149585934322,3,22
2020.3,1717931333024149585934322,3,22
2020.3,1717933599494132565938233,11,33
2020.3,1717964133166866565659123,6,23
2020.3,1717964133166866565659123,6,23
2020.3,1717964133166866565659123,6,23
2020.3,1717964603163830565682113,3,13
2020.3,1756053565827137564938123,8,23
2020.3,1756056899352165564982123,6,23
2020.3,1756121315194895564434133,9,33
2020.3,1756126808413919564456123,3,23
2020.3,1756203508165699563459212,1,12
2020.3,1756203508165699563459212,1,12
2020.3,1756203908525661563482133,10,33
2020.3,1756204103415639563445233,11,33
2020.3,1756220233994181565936132,1,32
2020.3,1756221933160025565949212,1,12
2020.3,1756224603358914565982112,4,12
2020.3,1756224603358914565982112,4,12
2020.3,1756270258463878565632112,1,12
2020.3,1756271699193810565656133,12,33
2020.3,1756274133523865565659112,4,12
2020.3,1756275258193859565632122,5,22
2020.3,1756276815193852565656133,10,33
2020.3,1756280233354459564436122,8,22
2020.3,1756291665396576568245113,2,13
2020.3,1756293903193626568256113,2,13
2020.3,1756293965523610568282133,9,33
2020.3,1756296833523692568282132,12,32
2020.3,1756324665168790563282132,6,32
